,lastname,firstname,gender,type,state,party,bioguideid,cspanid,gt_id,
,McMillin,Benton,,rep,TN,Democrat,M000575,,407566,
,Miller,Warren,M,rep,WV,Republican,M000761,,407739,
,Milliken,Seth,,rep,ME,Republican,M000769,,407747,
,Mills,Daniel,M,rep,IL,Republican,M000773,,407751,
,Mitchell,John,M,rep,NY,Republican,M000822,,407797,
,Morrill,Justin,,sen,VT,Republican,M000969,,407937,
,Northway,Stephen,M,rep,OH,Republican,N000144,,408227,
,Odell,Benjamin,M,rep,NY,Republican,O000036,,408321,
,Ogden,Henry,M,rep,LA,Democrat,O000044,,408327,
,Osborne,John,M,rep,WY,Democrat,O000113,,408369,
,Perkins,George,M,rep,IA,Republican,P000233,,408636,
,Peters,Mason,,rep,KS,Populist,P000254,,408657,
,Pitney,Mahlon,,rep,NJ,Republican,P000370,,408765,
,Plowman,Thomas,M,rep,AL,Democrat,P000388,,408782,
,Pritchard,Jeter,,sen,NC,Republican,P000545,,408929,
,Quigg,Lemuel,,rep,NY,Republican,Q000011,,408974,
,Rawlins,Joseph,M,sen,UT,Democrat,R000073,,409053,
,Royse,Lemuel,,rep,IN,Republican,R000490,,409449,
,Sauerhering,Edward,M,rep,WI,Republican,S000071,,409583,
,Sayers,Joseph,M,rep,TX,Democrat,S000099,,409609,
,Shannon,Richard,M,rep,NY,Republican,S000288,,409787,
,Shuford,Alonzo,,rep,NC,Populist,S000389,,409883,
,Simpkins,John,M,rep,MA,Republican,S000428,,409922,
,Simpson,Jeremiah,M,rep,KS,Populist,S000432,,409926,
,Skinner,Harry,M,rep,NC,Populist,S000468,,409958,
,Snover,Horace,,rep,MI,Republican,S000658,,410132,
,Spalding,George,M,rep,MI,Republican,S000696,,410167,
,Stone,Charles,M,rep,PA,Republican,S000953,,410412,
,Stone,William,M,rep,PA,Republican,S000966,,410425,
,Strait,Thomas,M,rep,SC,Democrat,S000989,,410447,
,Strode,Jesse,,rep,NE,Republican,S001007,,410464,
,Strowd,William,M,rep,NC,Populist,S001027,,410484,
,Sturtevant,John,M,rep,PA,Republican,S001050,,410504,
,Thorp,Robert,M,rep,VA,Republican,T000244,,410822,
,Todd,Albert,M,rep,MI,Democrat,T000291,,410864,
,Turley,Thomas,M,sen,TN,Democrat,T000412,,410981,
,Turner,George,M,sen,WA,Democrat,T000420,,410989,
,Updegraff,Thomas,M,rep,IA,Republican,U000019,,411042,
,Vehslage,John,M,rep,NY,Democrat,V000080,,411137,
,Vest,George,M,sen,MO,Democrat,V000091,,411146,
,Vincent,William,M,rep,KS,Populist,V000103,,411158,
,Walker,James,M,rep,VA,Republican,W000056,,411235,
,Walker,Joseph,M,rep,MA,Republican,W000062,,411241,
,Ward,William,M,rep,NY,Republican,W000144,,411318,
,Wellington,George,M,sen,MD,Republican,W000279,,411444,
,White,George,M,rep,IL,Republican,W000371,,411532,
,Wilber,David,M,rep,NY,Republican,W000453,,411610,
,Williams,Morgan,,rep,PA,Republican,W000530,,411687,
,Wilson,Francis,,rep,NY,Republican,W000579,,411734,
,Wright,Ashley,,rep,MA,Republican,W000754,,411903,
,Yost,Jacob,M,rep,VA,Republican,Y000025,,411959,
,Simon,Joseph,M,sen,OR,Republican,S000422,,409916,
,Sullivan,William,M,sen,MS,Democrat,S001062,,410516,
,Aldrich,William,M,rep,AL,Republican,A000087,,400746,
,Allen,John,M,rep,MS,Democrat,A000134,,400790,
,Allen,William,M,sen,NE,Populist,A000153,,400808,
,Atwater,John,M,rep,NC,Populist,A000334,,400983,
,Bailey,Willis,,rep,KS,Republican,B000051,,401056,
,Baird,Samuel,M,rep,LA,Democrat,B000055,,401060,
,Baker,William,M,rep,MD,Republican,B000076,,401079,
,Barber,Laird,,rep,PA,Democrat,B000123,,401124,
,Barham,John,M,rep,CA,Republican,B000140,,401141,
,Bate,William,M,sen,TN,Democrat,B000227,,401223,
,Berry,Albert,M,rep,KY,Democrat,B000414,,401401,
,Bland,Richard,M,rep,MO,Democrat,B000544,,401519,
,Bradley,Thomas,M,rep,NY,Democrat,B000746,,401705,
,Brenner,John,M,rep,OH,Democrat,B000801,,401758,
,Brewer,Willis,,rep,AL,Democrat,B000812,,401769,
,Brown,Seth,,rep,OH,Republican,B000943,,401897,
,Campbell,Albert,M,rep,MT,Democrat,C000074,,402231,
,Catchings,Thomas,M,rep,MS,Democrat,C000247,,402391,
,Chanler,William,M,rep,NY,Democrat,C000303,,402445,
,Chickering,Charles,M,rep,NY,Republican,C000351,,402490,
,Clarke,Frank,M,rep,NH,Republican,C000460,,402598,
,Clayton,Bertram,,rep,NY,Democrat,C000492,,402630,
,Cochrane,Aaron,M,rep,NY,Republican,C000568,,402697,
,Cockrell,Francis,,sen,MO,Democrat,C000576,,402705,
,Cox,Nicholas,M,rep,TN,Democrat,C000838,,402955,
,Cusack,Thomas,M,rep,IL,Democrat,C001015,,403122,
,Daly,William,M,rep,NJ,Democrat,D000015,,403158,
,Danford,Lorenzo,,rep,OH,Republican,D000028,,403169,
,Davenport,Samuel,M,rep,PA,Republican,D000077,,403215,
,Davenport,Stanley,M,rep,PA,Democrat,D000078,,403216,
,Davis,Cushman,,sen,MN,Republican,D000095,,403232,
,De Vries,Marion,,rep,CA,Democrat,D000277,,403323,
,Dingley,Nelson,,rep,ME,Republican,D000356,,403473,
,Driggs,Edmund,M,rep,NY,Democrat,D000497,,403604,
,Epes,Sydney,,rep,VA,Democrat,E000196,,403883,
,Ermentrout,Daniel,M,rep,PA,Democrat,E000205,,403892,
,Faris,George,M,rep,IN,Republican,F000016,,403978,
,Fitzpatrick,Thomas,M,rep,KY,Democrat,F000177,,404132,
,Foster,Addison,,sen,WA,Republican,F000298,,404247,
,Freer,Romeo,,rep,WV,Republican,F000367,,404313,
,Gaston,Athelston,,rep,PA,Democrat,G000095,,404467,
,Gayle,June,,rep,KY,Democrat,G000107,,404479,
,Glynn,Martin,M,rep,NY,Democrat,G000247,,404609,
,Greene,William,M,rep,NE,Populist,G000429,,404777,
,Grout,William,M,rep,VT,Republican,G000501,,404846,
,Hanna,Marcus,,sen,OH,Republican,H000163,,405045,
,Harmer,Alfred,M,rep,PA,Republican,H000215,,405093,
,Hawley,Joseph,M,sen,CT,Republican,H000377,,405245,
,Hawley,Robert,M,rep,TX,Republican,H000378,,405246,
,Hayward,Monroe,,sen,NE,Republican,H000409,,405276,
,Henry,Patrick,M,rep,MS,Democrat,H000512,,405375,
,Hoffecker,John,M,rep,DE,Republican,H000680,,405533,
,Hoffecker,Walter,M,rep,DE,Republican,H000681,,405534,
,Hooker,Warren,M,rep,NY,Republican,H000760,,405611,
,Johnston,David,M,rep,WV,Democrat,J000186,,406081,
,Kerr,Josiah,M,rep,MD,Republican,K000142,,406308,
,Kerr,Winfield,,rep,OH,Republican,K000145,,406311,
,Lane,Joseph,M,rep,IA,Republican,L000063,,406572,
,Lentz,John,M,rep,OH,Democrat,L000244,,406747,
,Linney,Romulus,,rep,NC,Republican,L000339,,406832,
,Lybrand,Archibald,M,rep,OH,Republican,L000523,,407007,
,May,Mitchell,,rep,NY,Democrat,M000276,,407294,
,McAleer,William,M,rep,PA,Democrat,M000294,,407309,
,McComas,Louis,M,sen,MD,Republican,M000351,,407359,
,McDowell,John,M,rep,OH,Democrat,M000421,,407421,
,McPherson,Smith,,rep,IA,Republican,M000594,,407583,
,Meekison,David,M,rep,OH,Democrat,M000630,,407617,
,Mesick,William,M,rep,MI,Republican,M000666,,407652,
,Noonan,Edward,M,rep,IL,Democrat,N000130,,408214,
,Norton,James,M,rep,SC,Democrat,N000149,,408231,
,O'Grady,James,M,rep,NY,Republican,O000051,,408286,
,Packer,Horace,,rep,PA,Republican,P000007,,408418,
,Pearce,Charles,M,rep,MO,Republican,P000582,,408564,
,Pearson,Richmond,,rep,NC,Republican,P000169,,408574,
,Perea,Pedro,,rep,NM,Republican,P000225,,408628,
,Phillips,Fremont,,rep,OH,Republican,P000307,,408707,
,Powers,Horace,,rep,VT,Republican,P000490,,408875,
,Pugh,Samuel,M,rep,KY,Republican,P000564,,408947,
,Quarles,Joseph,M,sen,WI,Republican,Q000003,,408967,
,Quarles,Julian,,rep,VA,Democrat,Q000004,,408968,
,Reed,Thomas,M,rep,ME,Republican,R000128,,409107,
,Ridgely,Edwin,M,rep,KS,Populist,R000244,,409220,
,Robbins,Gaston,,rep,AL,Democrat,R000299,,409271,
,Ross,Jonathan,M,sen,VT,Republican,R000450,,409414,
,Ryan,James,M,rep,PA,Democrat,R000557,,409513,
,Settle,Evan,,rep,KY,Democrat,S000252,,409753,
,Sprague,Charles,M,rep,MA,Republican,S000742,,410211,
,Stallings,Jesse,,rep,AL,Democrat,S000784,,410250,
,Stewart,Alexander,M,rep,WI,Republican,S000898,,410359,
,Stewart,William,M,sen,NV,Republican,S000922,,410382,
,Sutherland,Roderick,,rep,NE,Populist,S001085,,410538,
,Terry,William,M,rep,AR,Democrat,T000137,,410719,
,Thropp,Joseph,M,rep,PA,Republican,T000248,,410826,
,Turner,Oscar,M,rep,KY,Democrat,T000426,,410994,
,Underhill,John,M,rep,NY,Democrat,U000008,,411032,
,Waters,Russell,,rep,CA,Republican,W000188,,411360,
,Weaver,Walter,M,rep,OH,Republican,W000229,,411397,
,Weymouth,George,M,rep,MA,Republican,W000316,,411478,
,Wheeler,Joseph,M,rep,AL,Democrat,W000338,,411500,
,White,George,M,rep,NC,Republican,W000372,,411533,
,Wilson,Edgar,M,rep,ID,Silver Republican,W000573,,411728,
,Wilson,Stanyarne,,rep,SC,Democrat,W000612,,411767,
,Wise,Richard,M,rep,VA,Republican,W000653,,411807,
,Young,William,M,rep,VA,Democrat,Y000056,,411988,
,Ziegler,Edward,M,rep,PA,Democrat,Z000006,,411999,
,Bard,Thomas,M,sen,CA,Republican,B000138,,401139,
,Allen,Henry,M,rep,KY,Democrat,A000125,,400781,
,Aplin,Henry,M,rep,MI,Republican,A000265,,400903,
,Barney,Samuel,M,rep,WI,Republican,B000163,,401165,
,Bell,John,M,rep,CO,Populist,B000341,,401333,
,Bellamy,John,M,rep,NC,Democrat,B000349,,401341,
,Belmont,Oliver,M,rep,NY,Democrat,B000352,,401344,
,Berry,James,M,sen,AR,Democrat,B000418,,401405,
,Billmeyer,Alexander,M,rep,PA,Democrat,B000465,,401448,
,Blackburn,Joseph,M,sen,KY,Democrat,B000508,,401487,
,Boutelle,Charles,M,rep,ME,Republican,B000673,,401635,
,Bristow,Henry,M,rep,NY,Republican,B000843,,401800,
,Bromwell,Jacob,M,rep,OH,Republican,B000866,,401823,
,Brosius,Marriott,,rep,PA,Republican,B000892,,401849,
,Bull,Melville,,rep,RI,Republican,B001048,,401997,
,Burke,Robert,M,rep,TX,Democrat,B001097,,402043,
,Burton,Joseph,M,sen,KS,Republican,B001154,,402096,
,Carmack,Edward,M,sen,TN,Democrat,C000157,,402306,
,Clark,William,M,sen,MT,Democrat,C000454,,402592,
,Conry,Joseph,M,rep,MA,Democrat,C000706,,402830,
,Coombs,Frank,M,rep,CA,Republican,C000741,,402862,
,Cooney,James,M,rep,MO,Democrat,C000744,,402865,
,Corliss,John,M,rep,MI,Republican,C000779,,402899,
,Creamer,Thomas,M,rep,NY,Democrat,C000899,,403011,
,Crump,Rousseau,,rep,MI,Republican,C000957,,403069,
,Cummings,Amos,,rep,NY,Democrat,C000983,,403092,
,Dahle,Herman,M,rep,WI,Republican,D000005,,403149,
,De Graffenreid,Reese,,rep,TX,Democrat,D000194,,403304,
,Dietrich,Charles,M,sen,NE,Republican,D000341,,403459,
,Dubois,Fred,M,sen,ID,Democrat,D000509,,403620,
,Eddy,Frank,M,rep,MN,Republican,E000038,,403733,
,Edwards,Caldwell,,rep,MT,Populist,E000061,,403756,
,Elliott,William,M,rep,SC,Democrat,E000129,,403820,
,Emerson,Louis,M,rep,NY,Republican,E000173,,403863,
,Feely,John,M,rep,IL,Democrat,F000058,,404018,
,Flanagan,De,,rep,NJ,Democrat,F000185,,404140,
,Fleming,William,M,rep,GA,Democrat,F000198,,404153,
,Flynn,Dennis,,rep,OK,Republican,F000226,,404181,
,Fox,Andrew,M,rep,MS,Democrat,F000330,,404278,
,Gibson,Paris,,sen,MT,Democrat,G000164,,404531,
,Glenn,Thomas,M,rep,ID,Populist,G000239,,404601,
,Gordon,Robert,M,rep,OH,Democrat,G000314,,404672,
,Green,Henry,M,rep,PA,Democrat,G000411,,404759,
,Grow,Galusha,,rep,PA,Republican,G000507,,404852,
,Hall,James,M,rep,PA,Democrat,H000054,,404939,
,Hanbury,Harry,M,rep,NY,Republican,H000143,,405025,
,Heatwole,Joel,M,rep,MN,Republican,H000434,,405300,
,Henderson,David,M,rep,IA,Republican,H000478,,405341,
,Henry,Patrick,M,rep,MS,Democrat,H000513,,405376,
,Hoar,George,M,sen,MA,Republican,H000654,,405509,
,Hooker,Charles,M,rep,MS,Democrat,H000758,,405609,
,Irwin,Harvey,,rep,KY,Republican,I000041,,405898,
,Jack,Summers,,rep,PA,Republican,J000001,,405909,
,Jackson,Alfred,M,rep,KS,Democrat,J000003,,405911,
,Jett,Thomas,M,rep,IL,Democrat,J000102,,406004,
,Joy,Charles,M,rep,MO,Republican,J000274,,406166,
,Kearns,Thomas,M,sen,UT,Republican,K000034,,406204,
,Kern,Frederick,M,rep,IL,Democrat,K000131,,406297,
,Kleberg,Rudolph,,rep,TX,Democrat,K000258,,406417,
,Knox,William,M,rep,MA,Republican,K000299,,406455,
,Lanham,Samuel,M,rep,TX,Democrat,L000078,,406587,
,Lessler,Montague,,rep,NY,Republican,L000253,,406756,
,Lewis,Robert,M,rep,PA,Republican,L000292,,406789,
,Loud,Eugene,M,rep,CA,Republican,L000448,,406938,
,McCulloch,Philip,M,rep,AR,Democrat,M000391,,407392,
,McMillan,James,M,sen,MI,Republican,M000567,,407557,
,McRae,Thomas,M,rep,AR,Democrat,M000597,,407586,
,Mercer,David,M,rep,NE,Republican,M000643,,407629,
,Mickey,J.,,rep,IL,Democrat,M000694,,407678,
,Millard,Joseph,M,sen,NE,Republican,M000710,,407693,
,Mitchell,John,M,sen,OR,Republican,M000818,,407793,
,Moody,James,M,rep,NC,Republican,M000880,,407852,
,Moody,Malcolm,,rep,OR,Republican,M000882,,407854,
,Moody,William,M,rep,MA,Republican,M000883,,407855,
,Morgan,John,M,sen,AL,Democrat,M000954,,407922,
,Morris,Robert,M,rep,MN,Republican,M000986,,407954,
,Moss,John,M,rep,KY,Republican,M001036,,408003,
,Muller,Nicholas,M,rep,NY,Democrat,M001071,,408037,
,Mutchler,Howard,M,rep,PA,Democrat,M001124,,408086,
,Naphen,Henry,M,rep,MA,Democrat,N000004,,408098,
,Neville,William,M,rep,NE,Populist,N000056,,408144,
,Norton,James,M,rep,OH,Democrat,N000150,,408232,
,Otey,Peter,M,rep,VA,Democrat,O000126,,408379,
,Patterson,Thomas,M,sen,CO,Democrat,P000130,,408537,
,Polk,Rufus,M,rep,PA,Democrat,P000410,,408803,
,Pugsley,Cornelius,M,rep,NY,Democrat,P000565,,408948,
,Quay,Matthew,M,sen,PA,Republican,Q000006,,408969,
,Ray,George,M,rep,NY,Republican,R000076,,409056,
,Reeves,Walter,M,rep,IL,Republican,R000139,,409118,
,Rhea,William,M,rep,VA,Democrat,R000183,,409159,
,Robinson,John,M,rep,NE,Democrat,R000345,,409316,
,Rumple,John,M,rep,IA,Republican,R000504,,409463,
,Russell,Charles,M,rep,CT,Republican,R000521,,409479,
,Salmon,Joshua,M,rep,NJ,Democrat,S000017,,409537,
,Schirm,Charles,M,rep,MD,Republican,S000127,,409635,
,Selby,Thomas,M,rep,IL,Democrat,S000231,,409736,
,Shattuc,William,M,rep,OH,Republican,S000300,,409799,
,Shaw,Albert,M,rep,NY,Republican,S000302,,409801,
,Shelden,Carlos,,rep,MI,Republican,S000321,,409818,
,Sheppard,John,M,rep,TX,Democrat,S000336,,409833,
,Showalter,Joseph,M,rep,PA,Republican,S000385,,409879,
,Smith,Henry,M,rep,MI,Republican,S000547,,410029,
,Snodgrass,Charles,M,rep,TN,Democrat,S000654,,410128,
,Stark,William,M,rep,NE,Populist,S000811,,410276,
,Steele,George,M,rep,IN,Republican,S000830,,410294,
,Stewart,James,M,rep,NJ,Republican,S000911,,410372,
,Stewart,John,M,rep,NY,Republican,S000916,,410376,
,Stokes,James,M,rep,SC,Democrat,S000947,,410406,
,Storm,Frederic,,rep,NY,Republican,S000974,,410433,
,Swann,Edward,M,rep,NY,Democrat,S001090,,410543,
,Talbert,William,M,rep,SC,Democrat,T000016,,410606,
,Tayler,Robert,M,rep,OH,Republican,T000061,,410647,
,Tompkins,Arthur,M,rep,NY,Republican,T000302,,410875,
,Tompkins,Emmett,,rep,OH,Republican,T000307,,410880,
,Wagoner,George,M,rep,MO,Republican,W000022,,411201,
,Weeks,Edgar,M,rep,MI,Republican,W000243,,411411,
,Wheeler,Charles,M,rep,KY,Democrat,W000331,,411493,
,White,James,M,rep,KY,Democrat,W000379,,411540,
,Wilcox,Robert,M,rep,HI,,W000459,,411616,
,Woods,Samuel,M,rep,CA,Republican,W000726,,411878,
,Wooten,Dudley,M,rep,TX,Democrat,W000740,,411890,
,Young,James,M,rep,PA,Republican,Y000041,,411973,
,Alger,Russell,,sen,MI,Republican,A000107,,400765,
,Dryden,John,M,sen,NJ,Republican,D000507,,403614,
,Allee,James,M,sen,DE,Republican,A000110,,400767,
,Allison,William,M,sen,IA,Republican,A000160,,400815,
,Ankeny,Levi,,sen,WA,Republican,A000258,,400894,
,Badger,De,,rep,OH,Democrat,B000021,,401026,
,Baker,Robert,M,rep,NY,Democrat,B000073,,401076,
,Ball,Thomas,M,rep,TX,Democrat,B000101,,401103,
,Bassett,Edward,M,rep,NY,Democrat,B000225,,401221,
,Bell,Theodore,M,rep,CA,Democrat,B000347,,401339,
,Benny,Allan,,rep,NJ,Democrat,B000385,,401376,
,Benton,Maecenas,,rep,MO,Democrat,B000397,,401388,
,Boreing,Vincent,,rep,KY,Republican,B000637,,401602,
,Breazeale,Phanor,,rep,LA,Democrat,B000781,,401739,
,Brown,James,M,rep,PA,Ind. Republican,B000923,,401878,
,Burk,Henry,M,rep,PA,Republican,B001085,,402031,
,Butler,James,M,rep,MO,Democrat,B001178,,402120,
,Cassingham,John,M,rep,OH,Democrat,C000239,,402384,
,Cochran,Charles,M,rep,MO,Democrat,C000562,,402693,
,Connell,William,M,rep,PA,Republican,C000687,,402813,
,Cowherd,William,M,rep,MO,Democrat,C000825,,402943,
,Croft,George,M,rep,SC,Democrat,C000921,,403033,
,Croft,Theodore,M,rep,SC,Democrat,C000922,,403034,
,Crowley,Joseph,M,rep,IL,Democrat,C000943,,403055,
,Daniels,Milton,M,rep,CA,Republican,D000042,,403182,
,Davis,Robert,M,rep,FL,Democrat,D000132,,403267,
,De Nivernais,Edward,M,rep,CA,Democratic and Union Labor,D000230,,403318,
,Degetau,Federico,,rep,PR,Republican,D000196,,403352,
,Denny,James,M,rep,MD,Democrat,D000250,,403388,
,Dickerman,Charles,M,rep,PA,Democrat,D000307,,403428,
,Dinsmore,Hugh,M,rep,AR,Democrat,D000358,,403475,
,Dougherty,John,M,rep,MO,Democrat,D000447,,403557,
,Douglas,William,M,rep,NY,Republican,D000458,,403568,
,Emerich,Martin,M,rep,IL,Democrat,E000170,,403861,
,Evans,Alvin,,rep,PA,Republican,E000232,,403917,
,Fairbanks,Charles,M,sen,IN,Republican,F000003,,403965,
,Fitzpatrick,Morgan,,rep,TN,Democrat,F000176,,404131,
,Foerderer,Robert,M,rep,PA,Republican,F000232,,404187,
,Foraker,Joseph,M,sen,OH,Republican,F000253,,404207,
,Foster,George,M,rep,IL,Democrat,F000303,,404252,
,Fulton,Charles,M,sen,OR,Republican,F000420,,404362,
,Gibson,Henry,M,rep,TN,Republican,G000161,,404528,
,Gill,Joseph,M,rep,OH,Republican,G000189,,404554,
,Gillet,Charles,M,rep,NY,Republican,G000199,,404563,
,Gooch,Daniel,M,rep,KY,Democrat,G000273,,404635,
,Gorman,Arthur,M,sen,MD,Democrat,G000326,,404684,
,Griffith,Francis,,rep,IN,Democrat,G000468,,404813,
,Hansbrough,Henry,M,sen,ND,Republican,H000169,,405051,
,Hildebrant,Charles,M,rep,OH,Republican,H000585,,405447,
,Hopkins,Albert,M,sen,IL,Republican,H000770,,405620,
,Houston,Henry,M,rep,DE,Democrat,H000823,,405670,
,Howell,George,M,rep,PA,Democrat,H000862,,405709,
,Hunter,Whiteside,,rep,KY,Republican,H000989,,405830,
,Jackson,Amos,,rep,OH,Republican,J000004,,405912,
,Kehoe,James,M,rep,KY,Democrat,K000045,,406215,
,Kittredge,Alfred,M,sen,SD,Republican,K000255,,406414,
,Kluttz,Theodore,M,rep,NC,Democrat,K000275,,406432,
,Kyle,Thomas,M,rep,OH,Republican,K000355,,406507,
,Lanning,William,M,rep,NJ,Republican,L000084,,406593,
,Latimer,Asbury,,sen,SC,Democrat,L000114,,406620,
,Lind,John,M,rep,MN,Democrat,L000319,,406813,
,Livernash,Edward,M,rep,CA,Democrat,L000365,,406857,
,Long,Chester,M,sen,KS,Republican,L000412,,406903,
,Lucking,Alfred,M,rep,MI,Democrat,L000500,,406987,
,Maddox,John,M,rep,GA,Democrat,M000040,,407068,
,Mahoney,William,M,rep,IL,Democrat,M000069,,407097,
,Mallory,Stephen,M,sen,FL,Democrat,M000085,,407111,
,McClellan,George,M,rep,NY,Democrat,M000331,,407341,
,McCreary,James,M,sen,KY,Democrat,M000382,,407385,
,Metcalf,Victor,M,rep,CA,Republican,M000672,,407657,
,Miers,Robert,M,rep,IN,Democrat,M000700,,407684,
,Morgan,Stephen,M,rep,OH,Republican,M000957,,407925,
,Otis,Norton,,rep,NY,Republican,O000130,,408383,
,Pettus,Edmund,M,sen,AL,Democrat,P000279,,408679,
,Pierce,Rice,,rep,TN,Democrat,P000337,,408734,
,Platt,Orville,,sen,CT,Republican,P000382,,408776,
,Platt,Thomas,M,sen,NY,Republican,P000383,,408777,
,Porter,Henry,M,rep,PA,Ind. Republican,P000441,,408832,
,Powers,Samuel,M,rep,MA,Republican,P000492,,408877,
,Rhea,John,M,rep,KY,Democrat,R000182,,409158,
,Richardson,James,M,rep,TN,Democrat,R000222,,409198,
,Rider,Ira,,rep,NY,Democrat,R000242,,409218,
,Robb,Edward,M,rep,MO,Democrat,R000296,,409268,
,Robinson,James,M,rep,IN,Democrat,R000338,,409309,
,Rodey,Bernard,,rep,NM,Republican,R000372,,409342,
,Scarborough,Robert,M,rep,SC,Democrat,S000107,,409616,
,Scudder,Townsend,,rep,NY,Democrat,S000202,,409707,
,Shiras,George,M,rep,PA,Ind. Republican,S000370,,409864,
,Shober,Francis,,rep,NY,Democrat,S000373,,409867,
,Shull,Joseph,M,rep,PA,Democrat,S000391,,409885,
,Skiles,William,M,rep,OH,Republican,S000466,,409956,
,Smith,George,M,rep,NY,Republican,S000538,,410020,
,Spalding,Burleigh,,rep,ND,Republican,S000695,,410166,
,Spooner,John,M,sen,WI,Republican,S000741,,410210,
,Tate,Farish,,rep,GA,Democrat,T000046,,410634,
,Teller,Henry,M,sen,CO,Democrat,T000116,,410698,
,Thayer,John,M,rep,MA,Democrat,T000149,,410731,
,Thomas,Lot,,rep,IA,Republican,T000179,,410760,
,Thompson,Charles,M,rep,AL,Democrat,T000196,,410775,
,Tongue,Thomas,M,rep,OR,Republican,T000309,,410882,
,Van Voorhis,Henry,M,rep,OH,Republican,V000062,,411104,
,Vandiver,Willard,,rep,MO,Democrat,V000032,,411125,
,Wade,Martin,M,rep,IA,Democrat,W000007,,411186,
,Warner,Vespasian,,rep,IL,Republican,W000158,,411331,
,Warnock,William,M,rep,OH,Republican,W000161,,411334,
,Williams,James,M,rep,IL,Democrat,W000508,,411665,
,Wilson,John,M,rep,AZ,Democrat,W000599,,411754,
,Wright,Charles,M,rep,PA,Republican,W000756,,411905,
,Wynn,William,M,rep,CA,Democrat,W000785,,411932,
,Dick,Charles,M,sen,OH,Republican,D000302,,403424,
,Adams,Henry,M,rep,WI,Republican,A000037,,400698,
,Adams,Robert,M,rep,PA,Republican,A000044,,400705,
,Aldrich,Nelson,,sen,RI,Republican,A000083,,400742,
,Allen,Henry,M,rep,NJ,Republican,A000124,,400780,
,Babcock,Joseph,M,rep,WI,Republican,B000004,,401010,
,Beidler,Jacob,M,rep,OH,Republican,B000317,,401309,
,Beveridge,Albert,M,sen,IN,Republican,B000429,,401415,
,Bishop,Roswell,,rep,MI,Republican,B000489,,401470,
,Blackburn,Edmond,,rep,NC,Republican,B000507,,401486,
,Bowersock,Justin,,rep,KS,Republican,B000693,,401655,
,Bowie,Sydney,,rep,AL,Democrat,B000695,,401657,
,Broocks,Moses,M,rep,TX,Democrat,B000870,,401827,
,Brooks,Franklin,M,rep,CO,Republican,B000878,,401835,
,Brown,Webster,,rep,WI,Republican,B000946,,401899,
,Buckman,Clarence,,rep,MN,Republican,B001029,,401979,
,Bulkeley,Morgan,,sen,CT,Republican,B001044,,401994,
,Burkett,Elmer,,sen,NE,Republican,B001103,,402048,
,Burrows,Julius,,sen,MI,Republican,B001142,,402085,
,Butler,Mounce,,rep,TN,Democrat,B001185,,402127,
,Campbell,William,M,rep,OH,Republican,C000106,,402259,
,Carter,Thomas,M,sen,MT,Republican,C000200,,402346,
,Castor,George,M,rep,PA,Republican,C000244,,402388,
,Cromer,George,M,rep,IN,Republican,C000924,,403036,
,Dale,Thomas,M,rep,PA,Republican,D000010,,403153,
,Daniel,John,M,sen,VA,Democrat,D000035,,403175,
,Davis,Thomas,M,rep,WV,Democrat,D000137,,403271,
,Dayton,Alston,,rep,WV,Republican,D000163,,403295,
,Deemer,Elias,,rep,PA,Republican,D000186,,403347,
,Depew,Chauncey,,sen,NY,Republican,D000264,,403401,
,Dickson,Frank,M,rep,IL,Republican,D000329,,403447,
,Dovener,Blackburn,,rep,WV,Republican,D000461,,403571,
,Dresser,Solomon,M,rep,PA,Republican,D000493,,403600,
,Field,Scott,,rep,TX,Democrat,F000107,,404064,
,Flack,William,M,rep,NY,Republican,F000180,,404135,
,Fletcher,Loren,,rep,MN,Republican,F000202,,404157,
,Flint,Frank,M,sen,CA,Republican,F000207,,404162,
,Frazier,James,M,sen,TN,Democrat,F000352,,404299,
,Fulkerson,Frank,M,rep,MO,Republican,F000403,,404345,
,Garber,Harvey,,rep,OH,Democrat,G000044,,404419,
